state,year,total
New South Wales,1895,600160
New South Wales,1896,624229
New South Wales,1897,615470
New South Wales,1898,719459
New South Wales,1899,871805
New South Wales,1900,946157
New South Wales,1901,976431
New South Wales,1902,1016806
New South Wales,1903,1018203
New South Wales,1904,1061726
New South Wales,1905,1093563
New South Wales,1906,1134816
New South Wales,1907,1198219
New South Wales,1908,1126794
New South Wales,1909,1167697
New South Wales,1910,1227928
New South Wales,1911,1374022
New South Wales,1912,1435116
New South Wales,1913,1458965
New South Wales,1914,1521127
New South Wales,1915,1532874
New South Wales,1916,1389454
New South Wales,1917,1304951
New South Wales,1918,1228862
New South Wales,1919,1277551
New South Wales,1920,1182932
New South Wales,1921,1246271
New South Wales,1922,1249470
New South Wales,1923,1334214
New South Wales,1924,1417103
New South Wales,1925,1432400
New South Wales,1926,1473873
New South Wales,1927,1529562
New South Wales,1928,1532190
New South Wales,1929,1643031
New South Wales,1930,1591980
New South Wales,1931,1457437
New South Wales,1932,1432214
New South Wales,1933,1491167
New South Wales,1934,1541006
New South Wales,1935,1589497
New South Wales,1936,1627357
New South Wales,1937,1605681
New South Wales,1938,1645479
New South Wales,1939,1532359
New South Wales,1940,1320358
New South Wales,1941,1185919
New South Wales,1942,963913
New South Wales,1943,882485
New South Wales,1944,887397
New South Wales,1945,933147
New South Wales,1946,1003752
New South Wales,1947,996834
New South Wales,1948,914422
New South Wales,1949,966096
New South Wales,1950,1012465
New South Wales,1951,957738
New South Wales,1952,967656
New South Wales,1953,1023758
New South Wales,1954,1053305
New South Wales,1955,84361
New South Wales,1956,47862
New South Wales,1957,53185
New South Wales,1958,54142
New South Wales,1959,49455
New South Wales,1960,46668
New South Wales,1961,37925
New South Wales,1962,33445
New South Wales,1963,27376
New South Wales,1964,25496
New South Wales,1965,26224
New South Wales,1966,25210
New South Wales,1967,25004
New South Wales,1968,25881
New South Wales,1969,25658
New South Wales,1970,26005
New South Wales,1971,22283
New South Wales,1972,24441
New South Wales,1973,26969
New South Wales,1974,29122
New South Wales,1975,28602
New South Wales,1976,26209
New South Wales,1977,27383
New South Wales,1978,25366
New South Wales,1979,20279
New South Wales,1980,20461
New South Wales,1981,18134
New South Wales,1982,17650
New South Wales,1983,18149
New South Wales,1984,16582
New South Wales,1985,20361
New South Wales,1986,21047
New South Wales,1987,21578
New South Wales,1988,23329
New South Wales,1989,23139
New South Wales,1990,20219
New South Wales,1991,16745
New South Wales,1992,20432
New South Wales,1993,20752
New South Wales,1994,18776
New South Wales,1995,18715
New South Wales,1996,19415
New South Wales,1997,20029
New South Wales,1998,27819
New South Wales,1999,38794
New South Wales,2000,37091
New South Wales,2001,34695
New South Wales,2002,34781
New South Wales,2003,16226
New South Wales,2004,14970
New South Wales,2005,11822
New South Wales,2006,11751
New South Wales,2007,12452
New South Wales,2008,11964
New South Wales,2009,730
New South Wales,2010,599
New South Wales,2011,251
Queensland,1846,310
Queensland,1847,624
Queensland,1848,811
Queensland,1849,700
Queensland,1850,779
Queensland,1851,740
Queensland,1852,715
Queensland,1853,822
Queensland,1854,804
Queensland,1855,895
Queensland,1856,2112
Queensland,1857,2388
Queensland,1858,4275
Queensland,1859,5078
Queensland,1860,7234
Queensland,1861,13132
Queensland,1862,17974
Queensland,1863,19610
Queensland,1864,22071
Queensland,1865,24302
Queensland,1866,28638
Queensland,1867,35223
Queensland,1868,39306
Queensland,1869,37581
Queensland,1870,40684
Queensland,1871,35728
Queensland,1872,39249
Queensland,1873,48731
Queensland,1874,49875
Queensland,1875,58421
Queensland,1876,65835
Queensland,1877,69280
Queensland,1878,75286
Queensland,1879,83611
Queensland,1880,82040
Queensland,1881,87894
Queensland,1882,92085
Queensland,1883,96933
Queensland,1884,104536
Queensland,1885,110749
Queensland,1886,133382
Queensland,1887,135707
Queensland,1888,164587
Queensland,1889,170932
Queensland,1890,183608
Queensland,1891,188586
Queensland,1892,208909
Queensland,1893,201437
Queensland,1894,203351
Queensland,1895,229645
Queensland,1896,255101
Queensland,1897,237585
Queensland,1898,241721
Queensland,1899,255340
Queensland,1900,345662
Queensland,1901,393360
Queensland,1902,394458
Queensland,1903,353525
Queensland,1904,433827
Queensland,1905,417425
Queensland,1906,383034
Queensland,1907,452114
Queensland,1908,525340
Queensland,1909,522946
Queensland,1910,556810
Queensland,1911,574968
Queensland,1912,615103
Queensland,1913,705039
Queensland,1914,710016
Queensland,1915,728846
Queensland,1916,671812
Queensland,1917,766620
Queensland,1918,723702
Queensland,1919,762080
Queensland,1920,653463
Queensland,1921,710617
Queensland,1922,753906
Queensland,1923,824514
Queensland,1924,922706
Queensland,1925,926836
Queensland,1926,946050
Queensland,1927,898351
Queensland,1928,893084
Queensland,1929,996574
Queensland,1930,1004684
Queensland,1931,957435
Queensland,1932,939221
Queensland,1933,988950
Queensland,1934,911991
Queensland,1935,916151
Queensland,1936,947169
Queensland,1937,937202
Queensland,1938,925002
Queensland,1939,902258
Queensland,1940,726840
Queensland,1941,598044
Queensland,1942,477266
Queensland,1943,374263
Queensland,1944,381596
Queensland,1945,430962
Queensland,1946,498785
Queensland,1947,518436
Queensland,1948,460828
Queensland,1949,520908
Queensland,1950,530127
Queensland,1951,514571
Queensland,1952,521147
Queensland,1953,546517
Queensland,1954,535203
Queensland,1955,30474
Queensland,1956,13089
Queensland,1957,1071
Queensland,1958,1303
Queensland,1959,1214
Queensland,1960,1276
Queensland,1961,1208
Queensland,1962,1231
Queensland,1963,1301
Queensland,1964,893
Queensland,1965,1186
Queensland,1966,1268
Queensland,1967,1514
Queensland,1968,1921
Queensland,1969,4462
Queensland,1970,5912
Queensland,1971,6980
Queensland,1972,7028
Queensland,1973,7136
Queensland,1974,8024
Queensland,1975,1871
Queensland,1976,1875
Queensland,1977,2125
Queensland,1978,2266
Queensland,1979,2215
Queensland,1980,2394
Queensland,1981,2439
Queensland,1982,2439
Queensland,1983,2852
Queensland,1984,2826
Queensland,1985,2622
Queensland,1986,2931
Queensland,1987,3117
Queensland,1988,3215
Queensland,1989,4340
Queensland,1990,1699
Queensland,1991,4134
Queensland,1992,4482
Queensland,1993,4309
Queensland,1994,4469
Queensland,1995,4446
Queensland,1996,4899
Queensland,1997,4995
Queensland,1998,4854
Queensland,1999,4207
Queensland,2000,5026
Queensland,2001,5100
Queensland,2002,4522
Queensland,2003,4561
Queensland,2004,4619
Queensland,2005,4083
Queensland,2006,4169
Queensland,2007,4104
Queensland,2008,3640
Queensland,2009,3497
Queensland,2010,3538
Queensland,2011,3394
Queensland,2012,3322
Queensland,2013,3451
Queensland,2014,3132
Queensland,2015,3223
Victoria,1838,263
Victoria,1839,2091
Victoria,1840,2516
Victoria,1841,5119
Victoria,1842,5635
Victoria,1843,5400
Victoria,1844,4823
Victoria,1845,9531
Victoria,1846,11964
Victoria,1847,12400
Victoria,1848,12150
Victoria,1849,14888
Victoria,1850,18358
Victoria,1851,19008
Victoria,1852,12291
Victoria,1853,17623
Victoria,1854,25451
Victoria,1855,39551
Victoria,1856,42863
Victoria,1857,53460
Victoria,1858,56445
Victoria,1859,68494
Victoria,1860,70455
Victoria,1861,77769
Victoria,1862,82739
Victoria,1863,86290
Victoria,1864,88559
Victoria,1865,99454
Victoria,1866,98571
Victoria,1867,105099
Victoria,1868,102303
Victoria,1869,107870
Victoria,1870,121783
Victoria,1871,119746
Victoria,1872,119056
Victoria,1873,139759
Victoria,1874,135263
Victoria,1875,148941
Victoria,1876,148286
Victoria,1877,158665
Victoria,1878,170687
Victoria,1879,177276
Victoria,1880,185765
Victoria,1881,193639
Victoria,1882,253800
Victoria,1883,262055
Victoria,1884,256129
Victoria,1885,249414
Victoria,1886,275028
Victoria,1887,312071
Victoria,1888,320341
Victoria,1889,320124
Victoria,1890,343123
Victoria,1891,370217
Victoria,1892,363829
Victoria,1893,368803
Victoria,1894,372765
Victoria,1895,384396
Victoria,1896,377580
Victoria,1897,387678
Victoria,1898,416983
Victoria,1899,440554
Victoria,1900,468126
Victoria,1901,504990
Victoria,1902,531210
Victoria,1903,539210
Victoria,1904,562694
Victoria,1905,572853
Victoria,1906,590951
Victoria,1907,612495
Victoria,1908,633229
Victoria,1909,652678
Victoria,1910,699527
Victoria,1911,657258
Victoria,1912,697487
Victoria,1913,676281
Victoria,1914,1250375
Victoria,1915,1315491
Victoria,1916,1183648
Victoria,1917,1100198
Victoria,1918,1044575
Victoria,1919,427895
Victoria,1920,409524
Victoria,1921,433923
Victoria,1922,469080
Victoria,1923,497990
Victoria,1924,540429
Victoria,1925,524359
Victoria,1926,519297
Victoria,1927,518894
Victoria,1928,519969
Victoria,1929,487482
Victoria,1930,473696
Victoria,1931,437898
Victoria,1932,432740
Victoria,1933,469827
Victoria,1934,536900
Victoria,1935,550730
Victoria,1936,549602
Victoria,1937,541693
Victoria,1938,534119
Victoria,1939,502789
Victoria,1940,416697
Victoria,1941,359547
Victoria,1942,274870
Victoria,1943,238367
Victoria,1944,259712
Victoria,1945,274353
Victoria,1946,344390
Victoria,1947,352364
Victoria,1948,286797
Victoria,1949,358586
Victoria,1950,363869
Victoria,1951,332757
Victoria,1952,338679
Victoria,1953,352057
Victoria,1954,358517
Victoria,1955,88934
Victoria,1956,75382
Victoria,1957,14741
Victoria,1958,10975
Victoria,1959,11423
Victoria,1960,9314
Victoria,1961,9907
Victoria,1962,9722
Victoria,1963,11061
Victoria,1964,11931
Victoria,1965,14073
Victoria,1966,13299
Victoria,1967,10385
Victoria,1968,12766
Victoria,1969,13910
Victoria,1970,11332
Victoria,1971,11603
Victoria,1972,13939
Victoria,1973,11095
Victoria,1974,11880
Victoria,1975,12033
Victoria,1976,13685
Victoria,1977,11617
Victoria,1978,11187
Victoria,1979,13105
Victoria,1980,13621
Victoria,1981,13744
Victoria,1982,13742
Victoria,1983,15017
Victoria,1984,14555
Victoria,1985,15085
Victoria,1986,15495
Victoria,1987,14992
Victoria,1988,13151
Victoria,1989,16154
Victoria,1990,14940
Victoria,1991,11613
Victoria,1992,15785
Victoria,1993,16023
Victoria,1994,15945
Victoria,1995,15224
Victoria,1996,11298
Victoria,1997,12783
Victoria,1998,11933
Victoria,1999,11424
Victoria,2007,429
Western Australia,1833,567
Western Australia,1834,597
Western Australia,1835,512
Western Australia,1836,555
Western Australia,1837,743
Western Australia,1838,458
Western Australia,1839,442
Western Australia,1840,656
Western Australia,1841,1292
Western Australia,1842,1297
Western Australia,1843,1284
Western Australia,1844,1244
Western Australia,1845,1257
Western Australia,1846,1363
Western Australia,1847,1317
Western Australia,1848,1458
Western Australia,1849,1464
Western Australia,1850,1769
Western Australia,1851,1716
Western Australia,1852,1936
Western Australia,1853,1554
Western Australia,1854,1853
Western Australia,1855,2203
Western Australia,1856,2116
Western Australia,1857,1775
Western Australia,1858,1591
Western Australia,1859,1659
Western Australia,1860,1766
Western Australia,1861,1649
Western Australia,1862,1409
Western Australia,1863,1708
Western Australia,1864,2285
Western Australia,1865,1785
Western Australia,1866,1710
Western Australia,1867,3096
Western Australia,1868,3268
Western Australia,1869,3174
Western Australia,1870,6481
Western Australia,1871,3549
Western Australia,1872,4068
Western Australia,1873,3632
Western Australia,1874,3279
Western Australia,1875,4328
Western Australia,1876,4006
Western Australia,1877,4756
Western Australia,1878,6104
Western Australia,1879,6524
Western Australia,1880,7254
Western Australia,1881,8113
Western Australia,1882,8869
Western Australia,1883,11495
Western Australia,1884,12651
Western Australia,1885,23783
Western Australia,1886,27848
Western Australia,1887,29773
Western Australia,1888,42846
Western Australia,1889,46806
Western Australia,1890,50248
Western Australia,1891,56284
Western Australia,1892,65247
Western Australia,1893,74615
Western Australia,1894,87362
Western Australia,1895,114202
Western Australia,1896,184576
Western Australia,1897,309531
Western Australia,1898,359283
Western Australia,1899,298060
Western Australia,1900,324710
Western Australia,1901,278938
Western Australia,1902,278283
Western Australia,1903,324662
Western Australia,1904,355127
Western Australia,1905,404981
Western Australia,1906,406204
Western Australia,1907,405440
Western Australia,1908,415766
Western Australia,1909,410552
Western Australia,1910,401774
Western Australia,1911,398165
Western Australia,1912,378510
Western Australia,1913,389736
Western Australia,1914,407912
Western Australia,1915,384064
Western Australia,1916,335727
Western Australia,1917,333593
Western Australia,1918,323312
Western Australia,1919,329361
Western Australia,1920,338565
Western Australia,1921,333354
Western Australia,1922,330872
Western Australia,1923,369983
Western Australia,1924,393727
Western Australia,1925,408564
Western Australia,1926,412081
Western Australia,1927,444243
Western Australia,1928,496536
Western Australia,1929,541959
Western Australia,1930,531785
Western Australia,1931,495159
Western Australia,1932,518363
Western Australia,1933,530875
Western Australia,1934,555122
Western Australia,1935,612062
Western Australia,1936,612494
Western Australia,1937,620533
Western Australia,1938,589661
Western Australia,1939,548886
Western Australia,1940,444648
Western Australia,1941,423725
Western Australia,1942,332125
Western Australia,1943,296604
Western Australia,1944,298273
Western Australia,1945,319642
Western Australia,1946,414032
Western Australia,1947,440366
Western Australia,1948,463369
Western Australia,1949,464393
Western Australia,1950,378242
Western Australia,1951,295434
Western Australia,1952,311585
Western Australia,1953,337482
Western Australia,1954,327443
Western Australia,1955,33802
Western Australia,1956,19053
Western Australia,1957,9789
Western Australia,1958,7641
Western Australia,1959,5701
Western Australia,1960,4409
Western Australia,1961,3077
Western Australia,1962,4139
Western Australia,1963,8225
Western Australia,1964,4142
Western Australia,1965,2726
Western Australia,1966,2753
Western Australia,1967,2582
Western Australia,1968,2740
Western Australia,1969,2862
Western Australia,1970,3159
Western Australia,1971,3271
Western Australia,1972,3317
Western Australia,1973,4138
Western Australia,1974,4079
Western Australia,1975,3634
Western Australia,1976,3432
Western Australia,1977,3136
Western Australia,1978,2674
Western Australia,1979,2940
Western Australia,1980,843
Western Australia,1981,357
Western Australia,1982,592
Western Australia,1983,595
Western Australia,1984,586
Western Australia,1985,279
Western Australia,1986,113
Western Australia,1987,84
Western Australia,1988,93
Western Australia,1989,24
Western Australia,1990,535
Western Australia,1991,803
Western Australia,1992,926
Western Australia,1993,826
Western Australia,1994,660
Western Australia,1995,628
Western Australia,1996,205
South Australia,1836,18
South Australia,1837,164
South Australia,1838,1236
South Australia,1839,2075
South Australia,1840,5135
South Australia,1841,4412
South Australia,1842,3389
South Australia,1843,6422
South Australia,1844,7792
South Australia,1845,8819
South Australia,1846,9441
South Australia,1847,9904
South Australia,1848,9586
South Australia,1849,11453
South Australia,1850,22896
South Australia,1851,25689
South Australia,1852,15281
South Australia,1853,18582
South Australia,1854,24927
South Australia,1855,35103
South Australia,1856,33976
South Australia,1857,31327
South Australia,1858,33344
South Australia,1859,42798
South Australia,1860,42048
South Australia,1861,44559
South Australia,1862,42310
South Australia,1863,43195
South Australia,1864,51207
South Australia,1865,53339
South Australia,1866,54199
South Australia,1867,57347
South Australia,1868,58618
South Australia,1869,68043
South Australia,1870,72600
South Australia,1871,74861
South Australia,1872,76372
South Australia,1873,80468
South Australia,1874,83514
South Australia,1875,85427
South Australia,1876,87570
South Australia,1877,91784
South Australia,1878,107583
South Australia,1879,112863
South Australia,1880,123499
South Australia,1881,139649
South Australia,1882,146300
South Australia,1883,151108
South Australia,1884,165390
South Australia,1885,176017
South Australia,1886,179057
South Australia,1887,179546
South Australia,1888,177053
South Australia,1889,194569
South Australia,1890,201191
South Australia,1891,203198
South Australia,1892,204945
South Australia,1893,207797
South Australia,1894,206543
South Australia,1895,212784
South Australia,1896,216135
South Australia,1897,214765
South Australia,1898,231885
South Australia,1899,239904
South Australia,1900,244594
South Australia,1901,260594
South Australia,1902,261798
South Australia,1903,276580
South Australia,1904,263981
South Australia,1905,273985
South Australia,1906,293228
South Australia,1907,302857
South Australia,1908,319700
South Australia,1909,326504
South Australia,1910,399534
South Australia,1911,407806
South Australia,1912,436560
South Australia,1913,434586
South Australia,1914,486119
South Australia,1915,469451
South Australia,1916,446156
South Australia,1917,425089
South Australia,1918,395344
South Australia,1919,387897
South Australia,1920,375376
South Australia,1921,400236
South Australia,1922,433447
South Australia,1923,472133
South Australia,1924,466933
South Australia,1925,467884
South Australia,1926,448359
South Australia,1927,456174
South Australia,1928,494873
South Australia,1929,481542
South Australia,1930,439612
South Australia,1931,324630
South Australia,1932,308853
South Australia,1933,313287
South Australia,1934,323457
South Australia,1935,331274
South Australia,1936,343401
South Australia,1937,341486
South Australia,1938,349046
South Australia,1939,337938
South Australia,1940,310427
South Australia,1941,271634
South Australia,1942,211581
South Australia,1943,180104
South Australia,1944,182885
South Australia,1945,196479
South Australia,1946,227083
South Australia,1947,242651
South Australia,1948,225417
South Australia,1949,252210
South Australia,1950,278572
South Australia,1951,238586
South Australia,1952,251222
South Australia,1953,271802
South Australia,1954,281564
South Australia,1955,9612
South Australia,1956,6491
South Australia,1957,6433
South Australia,1958,6762
South Australia,1959,6943
South Australia,1960,6872
South Australia,1961,6928
South Australia,1962,5668
South Australia,1963,4922
South Australia,1964,5317
South Australia,1965,4932
South Australia,1966,4787
South Australia,1967,4849
South Australia,1968,4799
South Australia,1969,5111
South Australia,1970,4835
South Australia,1971,4746
South Australia,1972,4682
South Australia,1973,4761
South Australia,1974,4370
South Australia,1975,4450
South Australia,1976,3933
South Australia,1977,3873
South Australia,1978,4114
South Australia,1979,6222
South Australia,1980,7151
South Australia,1981,7098
South Australia,1982,7109
South Australia,1983,7302
South Australia,1984,8246
South Australia,1985,9773
South Australia,1986,9655
South Australia,1987,11128
South Australia,1988,12044
South Australia,1989,11985
South Australia,1990,11460
South Australia,1991,11594
South Australia,1992,11910
South Australia,1993,12973
South Australia,1994,12952
South Australia,1995,11334
South Australia,1996,8267
South Australia,1997,8768
South Australia,1998,9254
South Australia,1999,10057
Tasmania,1810,5
Tasmania,1812,7
Tasmania,1814,38
Tasmania,1816,159
Tasmania,1817,383
Tasmania,1818,460
Tasmania,1819,435
Tasmania,1820,460
Tasmania,1821,266
Tasmania,1822,212
Tasmania,1823,199
Tasmania,1824,434
Tasmania,1825,1209
Tasmania,1826,1338
Tasmania,1827,1256
Tasmania,1828,1671
Tasmania,1829,1815
Tasmania,1830,2663
Tasmania,1831,3625
Tasmania,1832,4238
Tasmania,1833,5872
Tasmania,1834,6896
Tasmania,1835,6760
Tasmania,1836,5524
Tasmania,1837,5688
Tasmania,1838,6933
Tasmania,1839,6543
Tasmania,1840,8188
Tasmania,1841,8616
Tasmania,1842,10990
Tasmania,1843,11744
Tasmania,1844,11600
Tasmania,1845,15992
Tasmania,1846,14235
Tasmania,1847,12474
Tasmania,1848,13412
Tasmania,1849,13386
Tasmania,1850,14901
Tasmania,1851,14662
Tasmania,1852,13250
Tasmania,1853,16951
Tasmania,1854,19945
Tasmania,1855,28818
Tasmania,1856,30029
Tasmania,1857,22781
Tasmania,1858,23386
Tasmania,1859,19741
Tasmania,1860,16322
Tasmania,1861,18873
Tasmania,1862,22391
Tasmania,1863,21475
Tasmania,1864,17654
Tasmania,1865,18849
Tasmania,1866,28869
Tasmania,1867,21925
Tasmania,1868,25809
Tasmania,1869,26290
Tasmania,1870,28716
Tasmania,1871,23038
Tasmania,1872,28861
Tasmania,1873,33033
Tasmania,1874,35187
Tasmania,1875,38131
Tasmania,1876,39563
Tasmania,1877,40690
Tasmania,1878,56793
Tasmania,1879,44427
Tasmania,1880,33908
Tasmania,1881,35425
Tasmania,1882,39092
Tasmania,1883,43545
Tasmania,1884,65323
Tasmania,1885,68488
Tasmania,1886,66589
Tasmania,1887,73317
Tasmania,1888,93192
Tasmania,1889,101823
Tasmania,1890,109776
Tasmania,1891,117610
Tasmania,1892,128385
Tasmania,1893,133193
Tasmania,1894,124801
Tasmania,1895,126241
Tasmania,1896,127061
Tasmania,1897,138184
Tasmania,1898,152581
Tasmania,1899,182584
Tasmania,1900,194820
Tasmania,1901,185932
Tasmania,1902,178735
Tasmania,1903,188219
Tasmania,1904,187633
Tasmania,1905,235298
Tasmania,1906,243201
Tasmania,1907,230757
Tasmania,1908,277203
Tasmania,1909,284325
Tasmania,1910,313219
Tasmania,1911,312111
Tasmania,1912,312324
Tasmania,1913,271946
Tasmania,1914,256475
Tasmania,1915,298426
Tasmania,1916,297804
Tasmania,1917,286241
Tasmania,1918,276876
Tasmania,1919,277470
Tasmania,1920,265932
Tasmania,1921,289781
Tasmania,1922,307345
Tasmania,1923,318459
Tasmania,1924,365531
Tasmania,1925,306225
Tasmania,1926,244579
Tasmania,1927,223595
Tasmania,1928,200560
Tasmania,1929,208589
Tasmania,1930,170364
Tasmania,1931,169635
Tasmania,1932,180733
Tasmania,1933,187265
Tasmania,1934,221331
Tasmania,1935,192434
Tasmania,1936,209013
Tasmania,1937,226380
Tasmania,1938,228757
Tasmania,1939,224763
Tasmania,1940,200717
Tasmania,1941,178011
Tasmania,1942,150816
Tasmania,1943,134957
Tasmania,1944,137423
Tasmania,1945,181603
Tasmania,1946,177960
Tasmania,1947,188319
Tasmania,1948,153045
Tasmania,1949,194528
Tasmania,1950,191063
Tasmania,1951,173255
Tasmania,1952,176293
Tasmania,1953,179625
Tasmania,1954,183150
Tasmania,1955,1499
Tasmania,1980,448
Tasmania,1981,653
Tasmania,1982,902
Tasmania,1983,809
Tasmania,1984,981
Tasmania,1985,1023
Tasmania,1986,995
Tasmania,1987,1024
Tasmania,1988,1118
Tasmania,1989,1183
Tasmania,1990,1367
Tasmania,1991,1200
Tasmania,1992,1012
Tasmania,1993,1394
Tasmania,1994,1403
Tasmania,1995,1229
Tasmania,1996,1492
Tasmania,1997,1685
Tasmania,1998,1419
Tasmania,1999,1009
Tasmania,2000,1309
Tasmania,2001,928
Tasmania,2002,759
Tasmania,2003,779
Tasmania,2004,57
ACT,1924,7
ACT,1925,457
ACT,1926,4505
ACT,1927,12068
ACT,1928,27631
ACT,1929,28480
ACT,1930,28393
ACT,1931,25582
ACT,1932,24668
ACT,1933,23362
ACT,1934,23425
ACT,1935,21861
ACT,1936,20446
ACT,1937,23521
ACT,1938,22398
ACT,1939,25782
ACT,1940,25021
ACT,1941,23440
ACT,1942,24680
ACT,1943,23392
ACT,1944,22386
ACT,1945,24117
ACT,1946,28498
ACT,1947,30053
ACT,1948,30702
ACT,1949,28692
ACT,1950,26609
ACT,1951,26228
ACT,1952,27242
ACT,1953,26697
ACT,1954,22901
ACT,1955,22341
ACT,1956,26211
ACT,1957,29905
ACT,1958,33856
ACT,1959,34475
ACT,1960,34189
ACT,1961,37938
ACT,1962,41999
ACT,1963,53669
ACT,1964,60285
ACT,1965,65102
ACT,1966,64315
ACT,1967,63205
ACT,1968,64250
ACT,1969,65817
ACT,1970,64189
ACT,1971,66758
ACT,1972,61689
ACT,1973,59528
ACT,1974,61428
ACT,1975,58559
ACT,1976,60360
ACT,1977,62319
ACT,1978,68391
ACT,1979,75396
ACT,1980,73329
ACT,1981,73043
ACT,1982,76865
ACT,1983,69244
ACT,1984,74110
ACT,1985,78678
ACT,1986,77160
ACT,1987,74860
ACT,1988,83171
ACT,1989,82503
ACT,1990,81515
ACT,1991,85012
ACT,1992,82228
ACT,1993,80958
ACT,1994,78525
ACT,1995,80097
ACT,1996,839
ACT,1997,838
ACT,1998,770
ACT,1999,99
ACT,2001,129
ACT,2002,667
ACT,2003,742
ACT,2004,675
ACT,2005,478
ACT,2006,398
ACT,2007,271
International,1865,441
International,1866,1200
International,1867,28
International,1911,1034
International,1912,1262
International,1913,1955
International,1914,1719
International,1915,1659
International,1916,1101
International,1917,1328
International,1918,1495
International,1919,1134
International,1920,1387
International,1921,132
International,1925,1191
International,1926,1968
International,1927,2704
International,1928,2780
International,1929,2816
International,1930,2708
International,1931,2696
International,1932,24952
International,1933,34344
International,1934,34878
International,1935,24460
International,1936,36541
International,1937,37469
International,1938,34590
International,1939,22237
International,1940,26161
International,1941,17178
International,1942,19164
International,1943,37618
International,1944,29748
International,1945,15361
International,1946,393
International,1951,767
International,1952,690
International,1953,803
International,1954,703
International,1969,20522
International,1970,38487
International,1971,36992
International,1972,37492
International,1973,38043
International,1974,32394
International,1975,31164
International,1976,32249
International,1977,33365
International,1978,34129
International,1979,35319
International,1980,35021
International,1981,15125
National,1840,768
National,1933,6540
National,1934,11280
National,1935,11895
National,1936,12294
National,1937,10639
National,1938,10261
National,1939,10081
National,1940,8642
National,1941,8921
National,1942,4722
National,1943,3951
National,1944,4525
National,1945,5215
National,1946,5764
National,1947,6276
National,1948,4991
National,1949,7080
National,1950,8577
National,1951,7589
National,1952,7170
National,1953,7272
National,1954,8106
National,1955,8463
National,1956,8763
National,1957,8100
National,1958,8150
National,1959,8412
National,1960,8670
National,1961,9056
National,1962,9063
National,1963,8633
National,1964,8825
National,1965,8722
National,1966,8418
National,1967,7973
National,1968,9463
National,1969,9566
National,1970,9292
National,1971,8599
National,1972,8299
National,1973,7923
National,1974,7652
National,1975,7768
National,1976,7073
National,1977,7376
National,1978,7988
National,1979,8097
National,1980,8981
National,1981,9360
National,1982,8109
National,1983,795
National,1984,719
National,1985,741
National,1986,916
National,1987,798
National,1988,823
National,1989,869
National,1990,833
National,1991,618
National,1992,633
National,1993,681
National,1994,656
National,1995,728
National,1996,686
National,1997,724
National,1998,898
National,1999,1415
National,2000,1344
National,2001,1229
National,2002,1902
National,2003,1767
National,2004,1751
National,2005,1688
National,2006,1390
National,2007,1463
National,2008,1455
National,2009,1535
National,2010,1657
National,2011,1741
National,2012,1510
National,2013,1453
National,2014,1586
National,2015,1596
National,2016,1422
National,2017,1094
National,2018,1100
National,2019,1153
Northern Territory,1869,56
Northern Territory,1873,191
Northern Territory,1874,1409
Northern Territory,1875,1009
Northern Territory,1876,925
Northern Territory,1877,923
Northern Territory,1878,1270
Northern Territory,1879,1245
Northern Territory,1880,1346
Northern Territory,1881,1389
Northern Territory,1882,1560
